movieId,title,genres,overview
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,Every day Cop 223 (Takeshi Kaneshiro) buys a can of pineapple with an expiration date of May 1 symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig (Brigitte Lin) oblivious of the fact she's a drug dealer. Cop 663 (Tony Leung Chiu Wai) is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe a waitress (Faye Wong) lets herself into his apartment and spruces up his life.
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,This is a film about the life of Gus Edwards a well known vaudeville composer entertainer and producer.
125,Flirting With Disaster (1996),Comedy,Adopted as a child new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents and determines to make a cross-country quest to find them. Accompanied by his wife Nancy (Patricia Arquette) and an inept yet gorgeous adoption agent Tina (Tea Leoni) he departs on an epic road trip that quickly devolves into a farce of mistaken identities wrong turns and overzealous and love-struck ATF agents (Josh Brolin Richard Jenkins).
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
129,Pie in the Sky (1996),Comedy|Romance,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.
130,Angela (1995),Drama,A ten year old girl named Angela leads her six year old sister Ellie through various regimens of 'purification' in an attempt to rid themselves of their evil which she believes to be the cause of their mother's mental illness. Precocious to say the least Angela has visions of Lucifer coming to take her and her sister away and one of her remedies for this is for them to remain within a circle of their dolls and toys until they see a vision of the virgin Mary come to them. But such thinking can only lead to an ending befitting of her own mental state.
131,Frankie Starlight (1995),Drama|Romance,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.
132,Jade (1995),Thriller,Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.
135,Down Periscope (1996),Comedy,Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham his nemesis assigns Dodge to the Stingray a submarine that can barely keep afloat. To add insult to injury the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse Dodge's crew is a band of idiots even more incompetent that he is!
137,Man of the Year (1995),Documentary,The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election but a software engineer suspects that a computer glitch is responsible for his surprising victory.
140,Up Close and Personal (1996),Drama|Romance,Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition raw talent and a homemade demo tape. Warren Justice is a brilliant hard edged veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet each breaking story every videotaped crisis that brings them together also threatens to drive them apart...
141,"Birdcage, The (1996)",Comedy,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.
144,"Brothers McMullen, The (1995)",Comedy,Deals with the lives of the three Irish Catholic McMullen brothers from Long Island New York over three months as they grapple with basic ideas and values — love sex marriage religion and family — in the 1990s. Directed written produced by and starring Edward Burns.
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters in order to get the assistance of the sole witness to a murder they have to pretend to be each other.
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,Far from home in the lush bamboo forests of China ten-year-old Ryan Tyler with the help of a young girl goes on a wonderful journey to rescue a baby panda taken by poachers.
147,"Basketball Diaries, The (1995)",Drama,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.
148,"Awfully Big Adventure, An (1995)",Drama,An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.
149,Amateur (1994),Crime|Drama|Thriller,A man wakes up in an alley bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.
150,Apollo 13 (1995),Adventure|Drama|IMAX,The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971 risking the lives of astronaut Jim Lovell and his crew with the failed journey turning into a thrilling saga of heroism. Drifting more than 200000 miles from Earth the astronauts work furiously with the ground crew to avert tragedy.
