movieId,title,genres
217,"Babysitter, The (1995)",Drama|Thriller,A dysfunctional L.A. family hires a mysterious babysitter who changes their lives.
218,Boys on the Side (1995),Comedy|Drama,Jane is a night club singer out of work. Robin is a quirky real estate agent looking for a ride-share to accompany her to California. Her advertisement is answered by Jane who at first ...
219,"Cure, The (1995)",Drama,N/A
220,Castle Freak (1995),Horror,A man struggles to save his family from the strange and deadly occurrences in the castle they've inherited.
222,Circle of Friends (1995),Drama|Romance,'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend Eve Malone. The story centers around Benny and Eve as they enter student life at ...
223,Clerks (1994),Comedy,A day in the lives of two convenience clerks named Dante and Randal as they annoy customers discuss movies and play hockey on the store roof.
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,A psychiatrist must cure a young patient that presents himself as Don Juan the greatest lover in the world.
225,Disclosure (1994),Drama|Thriller,A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully which threatens both his career and his personal life.
227,Drop Zone (1994),Action|Thriller,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.
228,Destiny Turns on the Radio (1995),Comedy,Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner stopping only to pick up a stranger stranded in the desert. But then things aren't always as they seem. Anything can ...
229,Death and the Maiden (1994),Drama|Thriller,A political activist is convinced that her guest is a man who once tortured her for the government.
230,Dolores Claiborne (1995),Drama|Thriller,A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,N/A
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.
233,Exotica (1994),Drama,Francis whose daughter was murdered a few years ago is always watching Christina dance in the night club Exotica. One night he is dared to touch the girl and ends up being thrown out. He then sends in Thomas to try and find explanations.
234,Exit to Eden (1994),Comedy,Elliot is going to the island of Eden to live out his submissive fantasies but inadvertently photographs diamond smugglers at work. Smugglers and detectives follow him to the island ...
235,Ed Wood (1994),Comedy|Drama,An ambitious but troubled movie director tries his best to fulfill his dream despite his lack of support.
236,French Kiss (1995),Action|Comedy|Romance,A woman flies to France to confront her straying fiancé but gets into trouble when the charming crook seated next to her uses her for smuggling.
237,Forget Paris (1995),Comedy|Romance,Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews an American living in Paris works for the airline Mickey flies on. They meet and fall in love...
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,A teenage girl and her father driving cross-country become stranded when their car runs out of gas in a remote Nevada desert town and they're forced to stay in a dilapidated trailer park where a serial killer lurks.
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,When Max makes an preposterous promise to a girl he has a crush on his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father Goofy.
240,Hideaway (1995),Thriller,Hatch Harrison had a traffic accident with his car. At first the doctors said he was dead but then they succeeded to bring him back to life after two hours. But Hatch starts to have strange...
241,Fluke (1995),Children|Drama,After a man dies in a car crash he is reincarnated as a dog and attempts to reconnect with his family.
242,Farinelli: il castrato (1994),Drama|Musical,Farinelli is the artistic name of Carlo Broschi a young singer in Handel's time. He was castrated in his childhood in order to preserve his voice. During his life he becomes to be a very ...
243,Gordy (1995),Children|Comedy|Fantasy,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.
244,Gumby: The Movie (1995),Animation|Children,Innovative "Claymation" adventures of Gumby and his horse Pokey.
245,The Glass Shield (1994),Crime|Drama,J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. ...
246,Hoop Dreams (1994),Documentary,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.
247,Heavenly Creatures (1994),Crime|Drama,N/A
248,Houseguest (1994),Comedy,In hot water with the mob over an unpaid debt a con man poses as a family friend in an affluent Pennsylvania suburb.
249,Immortal Beloved (1994),Drama|Romance,The life and death of the legendary Ludwig van Beethoven. Beside all the work he is known for the composer once wrote a famous love letter to a nameless beloved and the movie tries to find...
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,N/A
251,"Hunted, The (1995)",Action,Meet Sam. A spy. A hunter. And herself hunted by an enemy more ruthless and determined than any she's ever known. Sam has been running from her past her entire life but when she returns to ...
252,I.Q. (1994),Comedy|Romance,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,A vampire tells his epic life story: love betrayal loneliness and hunger.
254,Jefferson in Paris (1995),Drama,One of the obsessive speculations in American history is whether Thomas Jefferson in the years before he became president had an affair with (and fathered a child with) his 15-year-old ...
255,"Jerky Boys, The (1995)",Comedy,When two unemployed telephone pranksters decide to use their vocal "talents" to impersonate a Chicago mob boss and curry favor with organized crime in New York the trouble begins. It isn't...
256,Junior (1994),Comedy|Sci-Fi,As part of a fertility research project a male scientist agrees to carry a pregnancy in his own body.
257,Just Cause (1995),Mystery|Thriller,A Harvard professor is lured back into the courtroom after 25 years to take the case of a young black man condemned to death for the horrific murder of a child.
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,Young Calvin Fuller is pulled into King Arthur's court by Merlin. His mission: to save Camelot. To do this he must overcome the villain known as Lord Belascoe train to become a knight and...
259,Kiss of Death (1995),Crime|Drama|Thriller,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,In this game you assume the role of Luke Skywalker and fight past many enemies to to reach and destroy the Death Star.
261,Little Women (1994),Drama,The March sisters live and grow in post-Civil War America.
262,"Little Princess, A (1995)",Children|Drama,A little girl lives in a rather strange castle. She shares it with her Mother Father and maid. Other characters help her realize that just because you are a princess you can't always get what you want.
263,Ladybird Ladybird (1994),Drama,This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to ...
264,"Enfer, L' (1994)",Drama,N/A
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,In a forgotten Mexico Tita and Pedro fall in love but are forbidden to marry. Mama Elena sees Tita's role as her caretaker for life - no youngest daughter has ever married and her daughter...
266,Legends of the Fall (1994),Drama|Romance|War|Western,Epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature history war love and betrayal.
267,Major Payne (1995),Comedy,Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine but the wars of the world are no longer fought on the battlefield. A career Marine he has no ...
